year month day hour minute second x y z
2025 2 4 18 50 47 0.09 0.27 1.34
2025 2 4 18 50 47 0.04 0.22 0.02
2025 2 4 18 50 47 0.27 -0.01 1.27
2025 2 4 18 50 47 -0.13 0.25 -0.24
2025 2 4 18 50 47 0.29 -0.00 -0.19
2025 2 4 18 50 47 -0.44 0.18 -0.10
2025 2 4 18 50 47 0.30 0.05 -0.07
2025 2 4 18 50 47 -0.18 0.14 0.79
2025 2 4 18 50 48 -0.02 0.31 -0.42
2025 2 4 18 50 48 0.90 -0.19 0.35
2025 2 4 18 50 48 -0.47 0.40 3.52
2025 2 4 18 50 48 -0.31 0.42 -0.33
2025 2 4 18 50 48 0.42 0.20 0.35
2025 2 4 18 50 48 0.22 0.66 2.42
2025 2 4 18 50 48 -0.29 -0.11 -0.13
2025 2 4 18 50 48 0.38 0.16 1.00
2025 2 4 18 50 49 -0.01 0.00 1.52
2025 2 4 18 50 49 0.07 0.32 1.88
2025 2 4 18 50 49 0.04 0.10 0.90
2025 2 4 18 50 49 0.08 0.08 1.09
2025 2 4 18 50 49 0.01 -0.16 0.73
2025 2 4 18 50 49 0.05 -0.07 1.20
2025 2 4 18 50 49 0.02 -0.08 0.39
2025 2 4 18 50 49 0.16 -0.01 0.95
2025 2 4 18 50 50 0.12 0.00 1.01
2025 2 4 18 50 50 0.13 -0.01 1.00
2025 2 4 18 50 50 0.12 -0.00 1.00
2025 2 4 18 50 50 0.13 -0.00 1.00
2025 2 4 18 50 50 0.12 -0.00 1.00
2025 2 4 18 50 50 0.12 -0.01 1.00
2025 2 4 18 50 50 0.13 0.00 1.00
2025 2 4 18 50 50 0.12 -0.01 1.00
2025 2 4 18 50 50 0.13 -0.01 1.00
2025 2 4 18 50 51 0.13 -0.00 1.00
2025 2 4 18 50 51 0.12 -0.01 1.00
2025 2 4 18 50 51 0.12 -0.00 1.00
2025 2 4 18 50 51 0.12 -0.01 1.00
2025 2 4 18 50 51 0.12 -0.01 1.00
2025 2 4 18 50 51 0.13 -0.00 1.00
2025 2 4 18 50 51 0.13 -0.01 1.00
2025 2 4 18 50 51 0.13 -0.00 1.00
2025 2 4 18 50 52 0.13 -0.01 1.00
2025 2 4 18 50 52 0.12 -0.01 1.00
2025 2 4 18 50 52 0.13 -0.00 1.00
2025 2 4 18 50 52 0.12 -0.00 1.00
2025 2 4 18 50 52 0.12 -0.01 1.00
2025 2 4 18 50 52 0.12 -0.00 1.00
2025 2 4 18 50 52 0.13 -0.00 1.00
2025 2 4 18 50 52 0.14 0.00 1.00
2025 2 4 18 50 53 0.13 -0.00 1.00
2025 2 4 18 50 53 0.12 0.01 1.01
2025 2 4 18 50 53 0.02 0.02 1.01
2025 2 4 18 50 53 0.16 0.01 1.01
2025 2 4 18 50 53 0.23 -0.06 0.97
